6.99,16828,638,47488,23552
7,16832,634,47504,23536
7.01,16840,626,47552,23488
7.02,16840,626,47584,23456
7.03,16842,624,47616,23424
7.04,16844,622,47624,23416
7.05,16846,620,47640,23400
7.06,16846,620,47648,23392
7.07,16846,620,47672,23368
7.08,16854,612,47704,23336
7.09,16860,606,47704,23336
7.1,16864,602,47704,23336
7.11,16866,600,47736,23304
7.12,16866,600,47744,23296
7.13,16868,598,47744,23296
7.14,16868,598,47760,23280
7.15,16880,586,47800,23240
7.16,16880,586,47808,23232
7.17,16880,586,47816,23224
7.18,16896,570,47880,23160
7.19,16896,570,47904,23136
7.2,16904,562,47936,23104
7.21,16906,560,47952,23088
7.22,16906,560,47984,23056
7.23,16912,554,48016,23024
7.24,16916,550,48024,23016
7.25,16916,550,48048,22992
7.26,16918,548,48064,22976
7.27,16928,538,48112,22928
7.28,16928,538,48120,22920
7.29,16930,536,48128,22912
7.3,16932,534,48144,22896
7.31,16934,532,48152,22888
7.32,16934,532,48152,22888
7.33,16946,520,48200,22840
7.34,16950,516,48240,22800
7.35,16964,502,48264,22776
7.36,16970,496,48288,22752
7.37,16972,494,48328,22712
7.38,16974,492,48336,22704
7.39,16984,482,48368,22672
7.4,16984,482,48400,22640
7.41,16984,482,48416,22624
7.42,16992,474,48448,22592
7.43,16994,472,48464,22576
7.44,17006,460,48504,22536
7.45,17010,456,48512,22528
7.46,17012,454,48520,22520
7.47,17012,454,48552,22488
7.48,17012,454,48552,22488
7.49,17022,444,48592,22448
7.5,17024,442,48616,22424
7.51,17024,442,48616,22424
7.52,17024,442,48648,22392
7.53,17024,442,48696,22344
7.54,17024,442,48704,22336
7.55,17026,440,48712,22328
7.56,17028,438,48720,22320
7.57,17030,436,48736,22304
7.58,17034,432,48744,22296
7.59,17036,430,48760,22280
7.6,17038,428,48792,22248
7.61,17040,426,48808,22232
7.62,17044,422,48824,22216
7.63,17046,420,48840,22200
7.64,17050,416,48864,22176
7.65,17050,416,48888,22152
7.66,17050,416,48896,22144
7.67,17050,416,48920,22120
7.68,17050,416,48936,22104
7.69,17054,412,48936,22104
7.7,17056,410,48952,22088
7.71,17056,410,48960,22080
7.72,17066,400,49000,22040
7.73,17066,400,49016,22024
7.74,17066,400,49032,22008
7.75,17068,398,49064,21976
7.76,17068,398,49072,21968
7.77,17072,394,49104,21936
7.78,17072,394,49136,21904
7.79,17076,390,49160,21880
7.8,17078,388,49168,21872
7.81,17080,386,49176,21864
7.82,17082,384,49192,21848
7.83,17082,384,49200,21840
7.84,17082,384,49248,21792
7.85,17082,384,49248,21792
7.86,17084,382,49272,21768
7.87,17086,380,49312,21728
7.88,17086,380,49336,21704
7.89,17086,380,49344,21696
7.9,17088,378,49352,21688
7.91,17090,376,49376,21664
7.92,17092,374,49392,21648
7.93,17092,374,49416,21624
7.94,17094,372,49432,21608
7.95,17102,364,49488,21552
7.96,17104,362,49488,21552
7.97,17104,362,49512,21528
7.98,17104,362,49528,21512
7.99,17106,360,49568,21472
8,17106,360,49600,21440
8.01,17108,358,49632,21408
8.02,17112,354,49672,21368
8.03,17112,354,49696,21344
8.04,17112,354,49712,21328
8.05,17116,350,49720,21320
8.06,17118,348,49728,21312
8.07,17118,348,49768,21272
